full_text,view_count,bookmark_count,favorite_count,reply_count,retweet_count,created_at,followers_count,following_count,favourites_count,Source_File,sentiment
"Starmer apologised for comments re Bangladeshi asylum seekers after a Labour senior councillor quit in protest  Starmer said people coming from countries like Bangladesh arent being removed because theyre not being processed
Any truth in that If so why apologise",21,0,0,0,0,"28/06/2024, 00:31:54",1250,1681,86020,Week 26.csv,neutral
 Maybe you need to think about your own fibs This was taken out of context he was describing a bilateral agreement with Bangladesh a nation with a respected legal system An edited clip is the stuff of Trump supporters,13,0,0,0,0,"28/06/2024, 00:12:40",97,145,5392,Week 26.csv,negative
"Locals said people from around  villages in the area including more than  students use the boat service to commute to neighbouring Chakamaia union
bangladesh
",472,0,0,1,0,"27/06/2024, 23:55:43",1880022,64,461,Week 26.csv,neutral
Bangladesh is going kenya rejecting employment policies and quotas ,58,0,0,0,0,"07/07/2024, 02:45:58",5252,5093,134402,Week 27.csv,negative
"Saiful Islam president of the DSE Brokers Association of Bangladesh said the younger generation especially students use the app alongside middleaged professionals

businessnews
",585,0,0,0,0,"07/07/2024, 00:42:43",1880024,64,461,Week 27.csv,neutral
"  Good job its not Bangladesh 
Our new PM wouldnt know what to do",12,0,0,0,0,"07/07/2024, 00:37:11",2639,4067,240992,Week 27.csv,neutral
 They did such a great job with Bangladesh he feels qualified to improve Brighton,9370,1,51,1,1,"07/07/2024, 00:22:04",2366,5235,59694,Week 27.csv,positive
This is staggering I know Nafees Iqbal at least by name as a Bangladesh  Test cricketer It shows you that even the elite are not spared in the generalised destruction,106,0,0,0,0,"06/07/2024, 23:09:34",886,1934,131160,Week 27.csv,negative
Thats why this halala or hilla was decided as an atonement But with time many developed muslim countries hv made the divorce system with word illegal  For eg Bangladesh has changed it during s under family muslim laws,91,0,2,0,1,"06/07/2024, 21:54:35",215,133,22968,Week 27.csv,neutral
"Internal party politics behind MP Anwarul Azims killing daughter believes  
MPAnwarulAzim killing Bangladesh 
",15,0,0,0,0,"06/07/2024, 20:38:58",5764,31,49,Week 27.csv,negative
" Im not going to mince words

If Starmer and Labour end up sucking on immigration oh well you shouldve always expected them to

The way the Tories took Brexit to mean less immigrants from Bulgaria and more from Bangladesh is what you should be angry about You expect better",325,0,9,1,0,"06/07/2024, 20:29:56",1445,272,102849,Week 27.csv,negative
"This is what you get when importing huge numbers from Pakistan Bangladesh Afghanistan  sectarian politics  It shouldnt be a surprise to anyone with half a brain 

These groups bring their own political agendas disputes and religion with them which are not separate",91,0,0,0,0,"06/07/2024, 20:00:31",1043,1157,27650,Week 27.csv,negative
" This is what you get when importing huge numbers from Pakistan Bangladesh Afghanistan  sectarian politics  It shouldnt be a surprise to anyone with half a brain 

These groups bring their own political agendas disputes and religion with them which are not separate",45,0,3,0,1,"06/07/2024, 20:00:31",1043,1157,27650,Week 27.csv,negative
Students of Begum Rokeya University in the movement to reform quota system in government jobs NoQuotaquotaandolonStudentProtest Bangladesh BRUR Rangpur ,71,0,1,0,0,"06/07/2024, 19:44:28",58,887,5052,Week 27.csv,neutral
"United Russia party held the International Interparty Forum in BRICS and partner countries format in Vladivostok in June

Participants agreed to uphold multilateralism oppose hegemony reject unilateralism and neocolonialism promote reforms in the global governance system ",505,0,25,7,3,"06/07/2024, 19:39:04",12244,206,63,Week 27.csv,positive
 Development Partnership witnessed a new chapter with signing of contract for Modernization of City Street Light System in Chattogram City Corporation area The project is being implemented with credit line of US  million nearly BDT cr under GoI concessional LoC ,10597,1,70,10,19,"06/07/2024, 19:37:13",89910,746,903,Week 27.csv,positive
"Students have been holding the antiquota demonstrations for the sixth consecutive day
bangladesh
",615,0,5,0,0,"06/07/2024, 19:26:54",1880024,64,461,Week 27.csv,neutral
 I am impressed by your generosity I watch your video from Bangladesh You help many poor and helpless people I am a poor family boy I have passed hsc by wearing private with a lot of difficulty I cant get a job because of lack of money Currentl,3,0,0,0,0,"06/07/2024, 19:21:05",45,268,199,Week 27.csv,positive
"Chittagong Universitys student demonstrations Against so called quota system in government job 

StandAgainstQuota
NoMoreQuota
BangladeshChittagong ",48,0,2,0,0,"06/07/2024, 18:58:57",18,78,53,Week 27.csv,neutral
"Watch Special Programme Tomorrow At  Pm On Bangladesh National Television  BTV On The Occasion Of RathYatra 

Tomorrow Also Big Protest Expected By Anti Reservation Students Across Different Places I Urge Students To Co Ordinate Their Protest Timing Alongside ",436,0,2,0,0,"06/07/2024, 18:53:47",6275,549,102137,Week 27.csv,neutral
Recently the Supreme Court of Bangladesh declared invalid the notification of  regarding cancellation of quota in the recruitment of government jobs As a result the antiquota movement has returned after  Students declare Bangla Blocked programme tomorrow th July ,53,0,0,0,0,"06/07/2024, 18:46:51",2,5,0,Week 27.csv,neutral
 Dhaka Bangladesh  Student protests intensify against what they see as discriminatory university quota reforms for government jobs ,58,0,0,0,0,"06/07/2024, 18:34:12",330,1,19,Week 27.csv,negative
 They have already bankrupted the city The city is full of these donkey riding desert riding cult members who are in UK as refugees and illegals from Pakistan Bangladesh Somalia and other SH i slam ic countries What do you expect They have tons of kidsno job and get freebies,18,0,0,0,0,"06/07/2024, 17:37:30",29,138,2476,Week 27.csv,negative
  You want peace at the border then promote reunification of India with Pakistan and Bangladesh and bury communal politics deep in the ground,87,0,0,0,0,"06/07/2024, 17:17:58",158,469,13801,Week 27.csv,neutral
Is money king in Bangladeshi politics Many believe elections are just a spending race Is this weakening our democracy amp hindering development Lets raise our voices MoneyOutPolitics Democracy Bangladesh,18,0,0,0,0,"06/07/2024, 17:09:30",2,32,47,Week 27.csv,negative
Favoritism destroys the inflow of merits in the job sector Authoritarians are destroying every social stratification which ultimately leads to social discrimination The concerned authorities are turned deaf in this matter Is it the sign of making Bangladesh meritless ,6,0,0,0,0,"06/07/2024, 17:02:27",5,74,17,Week 27.csv,negative
"The BNP has congratulated Labour Party leader Keir Starmer on his partys resounding victory in the UK election and his election as the prime minister of the country
Bangladesh NewsUpdates Politics 
",501,0,5,4,0,"06/07/2024, 17:02:11",1880024,64,461,Week 27.csv,positive
Stop quota system in Bangladesh ,17,0,0,0,0,"06/07/2024, 16:58:18",10,106,290,Week 27.csv,negative
 As long Bangladesh is there Quota for freedom fighters will be there  Thats final ,31,0,0,3,0,"06/07/2024, 16:45:44",2478,426,698,Week 27.csv,neutral
"Today we lag behind countries like Bangladesh India Sri Lanka Maldives and Sudan The reason for our delay is the lack of a proper system in Pakistan Ismail the key PakistanProgress

IslamabadJalsa
EURO


Portugal",92,0,0,0,0,"06/07/2024, 15:55:35",1175,12,5,Week 27.csv,negative
"CareerOpportunity enviornment bps 

BPS Weekly Environmental Job Bulletin
This is year  Issue  Job Bulletin jpg a weekly publication for Environmental Graduates by the Bangladesh Poribeshbid Society BPS

Regards
Md Atiqur Rahman Mollick
Executive Member BPS ",15,0,1,0,0,"06/07/2024, 15:46:39",211,336,666,Week 27.csv,neutral
"We urge everyone specially students and youths to join Quota Free Movement  Quota is a curse for Bangladeshs growth

ErshadKhan ",28,0,1,0,0,"06/07/2024, 15:40:14",1131,3755,113769,Week 27.csv,neutral
Its your ilk who is obsessed with Indian Muslims Indian politics Ask your Lund ke Liberals to next time not pick up videos from Bangladesh to malign Indian Muslims Otherwise I wont hesitate in showing mirror Meanwhile enjoy your contribution to human civilisation ,3435,2,46,6,10,"06/07/2024, 15:10:46",27749,3573,194254,Week 27.csv,negative
"Students block DhakaTangail for  hrs demanding quota cancellation  
Education Bangladesh Dhaka Tangail
",24,0,0,0,0,"06/07/2024, 14:32:45",5762,31,49,Week 27.csv,negative
"         
            

Bangladesh AwamiLeague Politics Murder ",238,0,13,0,2,"06/07/2024, 13:53:21",4889,36,179,Week 27.csv,negative
"BNP morally supports the justified movements of teachers students Fakhrul  
BNP MirzaFakhrul justified 
",39,0,1,0,0,"06/07/2024, 13:42:40",5762,31,49,Week 27.csv,positive
Few days ago High Court of Bangladesh declared that total  quota will remain at st amp nd class job sectors And also more than percentage is available in another sectors Aftermath a huge protest began all over country Mainly started at Public Universities,12,0,0,0,0,"06/07/2024, 13:14:21",100,261,623,Week 27.csv,negative
     he is another FEKU of  who only talking a lot and let the BJP workers die Now situation is all BJP workers move to TMC due to fear After few days Bengal became Bangladesh Then Modi G will do politics but doing nothing from  years,10,0,0,0,0,"06/07/2024, 12:40:09",354,1298,4778,Week 27.csv,negative
"Hundreds of students from Mawlana Bhashani Science and Technology University today briefly blocked the Dhaka Tangail highway to protest the reinstatement of the quota system in government jobs
Bangladesh Quota Protest 
",588,0,7,1,0,"06/07/2024, 11:24:37",1879918,64,461,Week 27.csv,negative
"Ill always treasure my first job at Somewhere in a Nordic company in Bangladesh

We built the worlds first community blogging platform for Bengali speakers th largest using PHP circa 

Big thanks to  amp  for the chance

What was your first job ",372,0,5,0,0,"06/07/2024, 11:00:02",7825,740,3195,Week 27.csv,positive
"Bangladesh Air Force  receives first Cconfigurable AeroMedical Evacuation System
Bangladesh recently received its fifth and final C after being upgraded by Marshall which has delivered the new aeromedical capability ",1918,1,40,0,3,"06/07/2024, 09:33:14",18382,146,4071,Week 27.csv,positive
 At least in some  Corner of the Judicial System  is waking up to the most dangerous upcoming threat to India illegal immigrants from Bangladesh and Myammar,7,0,0,0,0,"06/07/2024, 08:22:05",12,263,13,Week 27.csv,negative
 Lol That video is not from India its from Bangladesh Conditions of Islamic Republic of Pakistan are not comparable they are worse  From Madrassa students being raped by your Mullahs to Muslim Police officers undressing women political activists in jails to Nanga Naach of,655,0,12,1,2,"06/07/2024, 07:59:16",27752,3573,194254,Week 27.csv,negative
"It means electricity for our industry needs to be competitive with the rest of the world especially Bangladesh and India

It means our banking system needs an overhaul

It means our bureaucrats need to be cut down to size",1078,1,14,1,0,"06/07/2024, 07:30:55",4659,3380,147180,Week 27.csv,neutral
"If india had adopted power dynamics of the American constitution then partition would have been avoided

Also even if a partial judiciary system was adopted then enormous suffering in current Pakistan and India and Bangladesh would have been avoided

Why no discussions ",15,0,0,0,0,"06/07/2024, 07:17:53",249,495,19684,Week 27.csv,negative
"State Sponsered  Illegal Rohingyas   truckloads of  Rohingya Muslims from Bangladesh packed their belongings amp reached the village near Baruipur city of West Bengal to feed on Indian system

  



 ",16,0,0,1,1,"06/07/2024, 07:02:44",123,307,5260,Week 27.csv,neutral
 I used to work one of the top fmcg companies of bangladesh Worked there as dgm marketing Also used to write some in social media regularly Last year during ramadan I got a call from someone my fb vanished for a month and suddenly I lost my job after eid Till now I am jobless,61,0,1,0,0,"06/07/2024, 06:13:50",271,2347,27851,Week 27.csv,negative
"Bishop Emeritus George Mamalassery who rendered a yeomans job during the  Bangladesh liberation war and built hundreds of schools in his diocese died on July  
Read more
BishopGeorgeMamalassery TuraDiocese Meghalaya BangladeshLiberationWar",27,0,0,0,0,"06/07/2024, 04:20:03",321,785,240,Week 27.csv,negative
"Bishop Emeritus George Mamalassery who rendered a yeomans job during the  Bangladesh liberation war and built hundreds of schools in his diocese died on July  BishopGeorgeMamalassery TuraDiocese Meghalaya BangladeshLiberationWar
",47,0,0,0,0,"06/07/2024, 03:30:04",1818,759,3239,Week 27.csv,negative
New types of drama in global security amp politics USA EU needs to review its Indopacific strategies to secure the concept of free amp open region Bangladesh perspective NATOsummit         ,50,0,0,0,0,"06/07/2024, 03:09:37",402,1691,8172,Week 27.csv,neutral
